DNI#INT,Nombre#STRING,CUI#INT,Escuela#STRING
76333495,"Toledo Vera Estela Ulises",20210313,Ingeniería Electrónica
85576653,"Fogaça Romero Cornelio Anthony Gabriel",20182119,Ingeniería Industrial
60510827,"Albuquerque Benavides Felipe Gloria",20192106,Química
32100815,"Torres Barbosa Maria Laura Brayan",20201053,Educación Secundaria - Matemática y Física
83875536,"Torres Ramos Ravi Calebe",20248371,Comunicación Social
88898000,"García Ortiz Isabella Jesús",20191243,Administración
97854635,"Mendoza Azevedo Lucila Lucas",20213550,Educación Secundaria - Matemática y Física
21743386,"Mata Gómez Karina Levi",20190021,Ingeniería Civil
62172264,"Corrales Lopes Bella Ofelia",20178960,Física
85673451,"Farias Castro Mia Jazmin Gael Henrique",20193045,Derecho
45052661,"Ferreira Tello Isabela Raul",20209684,Ingeniería Ambiental
71832421,"Sánchez Moura Samuel Diogo",20236436,Literatura y Lingüística
14870694,"Jaramillo Feliu Steven Jesús",20223290,Historia
59744172,"Novaes Melero José Amparo",20257250,Ingeniería Electrónica
15748251,"Ramos Martínez Berta Julia",20232235,Arquitectura
47713639,"Barbosa Martinez Darío Martina",20249358,Arquitectura
12745209,"Castellanos Alberdi Augusto Alonso",20224296,Historia
66658903,"Perez Moreno Marcio Anastasio",20181026,Odontología
66841372,"Ortiz Sá Alma Mia Thiago Emanuel",20201825,Ingeniería Ambiental
24520387,"Martínez Leão Iván Erick",20230685,Ingeniería Civil
37196490,"Pinto Rodrigo Ricardo Jose Miguel",20188918,Medicina Humana
42506012,"Toro Ruiz Isaac Javier",20206561,Ingeniería Civil
95177149,"Daza Navarro Danilo Fabián",20175646,Odontología
59883828,"Farias Peralta María Heraclio",20189252,Ingeniería Ambiental
84591132,"Moreno Peralta Renato Jhonny",20213526,Farmacia y Bioquímica
77780441,"Vives Morales Eduardo Eliana",20227283,Medicina Humana
97256399,"Sierra Rodriguez Íngrid María",20204035,Derecho
65648410,"Flores Fernández Amílcar Cristal",20207290,Ingeniería Civil
84639561,"Barrios Polo Alexander Plácido",20251048,Odontología
96103596,"Mosquera Romero Teófila Jonás",20230412,Arquitectura
37481889,"Cunha Vazquez Valentina Inés",20214601,Historia
51107948,"Aranda Sousa Luiz Fernando Pietro",20211403,Ingeniería Electrónica
82185374,"Gutierrez Cirino Benjamin Severo",20233064,Ingeniería Mecánica
11410947,"Pérez Concepción Lola Yolanda",20190721,Arquitectura
70693734,"Montero Bayón Norberto Fernando",20192614,Medicina Humana
62488532,"Campos Ocampo José Ángel Mariah",20192239,Ingeniería de Sistemas
16982323,"Aparecida Jiménez Alonso Olegario",20218656,Ingeniería Civil
11987471,"Gonçalves Tejeda Glauco Mateo Agustin",20218309,Psicología
32239631,"Vargas Arredondo Luis Marcela",20239542,Psicología
46048315,"Carretero Vieira Jazmin Darío",20224349,Medicina Humana
51720608,"Garibay Baquero Tiziano Benjamin Alvaro",20207806,Economía
82951555,"Calderón Garcia Kaique Liliana",20190953,Sociología
64017811,"Buendía Díaz Michael Yulieth",20187602,Administración
83629734,"Acuña Dominguez Alfonso Víctor",20227113,Contabilidad
81112692,"Torrecilla Farias Juan Florentino",20247638,Ingeniería Geológica
85281030,"Cavalcanti Pimenta Carlos Alma Jazmin",20195173,Educación Inicial
22449279,"Cobos Pacheco Alfonso Javier",20247382,Ingeniería Eléctrica
16475174,"Pacheco Mariño Delfina Amanda",20183288,Biología
66850522,"Fernandez Arteaga Eduardo Juana",20225312,Economía
88805219,"Guevara Montesinos Elena Eduardo",20203494,Sociología
55498409,"Coronel Fernandez Odalis Paulina",20185620,Ingeniería Ambiental
68601354,"Robles Cavalcanti Valentina Kevin",20218802,Psicología
36682731,"Mendonça Pintor Victoria David",20218949,Ingeniería Electrónica
93773288,"Caicedo Macias Joaquín Rafaela",20243972,Física
32261397,"Castañeda Casa Grande Isaac Francisco",20241399,Matemáticas
55494790,"Lopez Meza Nicolasa Alexandra",20228987,Psicología
33650799,"Gomez Pujadas Glauco Thiago",20194154,Educación Inicial
64838577,"Alvarado Castro Humberto Nataly",20227139,Ingeniería Industrial
25267799,"Arias Martínez Luz Maria Carolina",20244808,Matemáticas
52978833,"Ángel Nuñez Dolores Lavínia",20251071,Educación Inicial
95661510,"Bravo Duarte Rebeca Sofia",20190615,Educación Inicial
70220808,"Burgos Rios Nicolás Rosa",20228834,Arquitectura
22808048,"Mendonça Amat Óscar Esperanza",20177398,Sociología
51484291,"de Anda Pereira Roldán Carlos",20249892,Literatura y Lingüística
91763666,"Jiménez das Neves Homero Heloísa",20181116,Matemáticas
99032476,"Carrasco Vélez Isabel Isabel",20172164,Farmacia y Bioquímica
91179176,"Campos Sánchez Luara Flor",20201254,Química
84691456,"Correa Mir Camilo Dayana",20187819,Sociología
88660299,"Sosa Casares Bruno Antonio",20175934,Física
31332343,"Hidalgo Pina Amparo Manuella",20197742,Enfermería
88337961,"Romero Nogueira Carmen Emiliano",20182284,Medicina Humana
13934060,"Ribeiro Caceres Marisol Alfredo",20255770,Física
69445105,"Jiménez Sandoval Juan Albina",20221048,Química
92727353,"Zedillo Mendoza Emma Adán",20243616,Psicología
71651814,"Barrientos Freitas Blanca Cristobal",20197646,Biología
58566475,"Gómez Cirino Gabriel Azahara",20194798,Derecho
72797920,"Reséndez Marques Diogo Caroline",20210768,Enfermería
11268603,"Rodriguez Serrano Benicio Luz Maria",20249598,Ingeniería Ambiental
43080125,"Palomares Barberá Diana Ana Luiza",20202987,Enfermería
98362121,"Alemán Quiroz Ian Lívia",20249400,Odontología
50989701,"Gonzalez da Paz Uma  Virginia",20223605,Educación Inicial
45710341,"Vergara Briones Ximena Francisco",20184479,Ingeniería Mecánica
15100275,"Morcillo Cardona Chema Joaquín",20236553,Educación Inicial
53471686,"Castro Zapata Silvia Luciana",20192107,Matemáticas
79927481,"Sampaio Velazquez Lucas Ester",20173382,Trabajo Social
64910965,"Luna Vaquero Bernabé Lucía",20192912,Ingeniería Ambiental
50340678,"Roman Carretero Ana Liz Davi Miguel",20256827,Matemáticas
37042957,"Heredia Montoya Edith Valeria",20174502,Ingeniería Geológica
52156229,"Carrera Pacheco Noé Juana",20186788,Literatura y Lingüística
52818296,"Marti Vieira Elena Theodoro",20179447,Psicología
71086348,"González Correa Liliana Johan",20192417,Ingeniería Mecánica
25194778,"Castillo Martinez Lautaro Valentina Jazmin",20244478,Farmacia y Bioquímica
56426063,"Villalobos Andrade Anyi Gabriel",20178733,Ingeniería Eléctrica
16986956,"Fogaça Blanco Salvador Antonio",20181875,Psicología
43207291,"Pardo Arcos Calebe Juan",20179104,Ingeniería Ambiental
76327556,"Aguirre Nunes Clarisa Nathan",20196139,Ingeniería Civil
64138256,"Miguel Dominguez Abel Mary",20201716,Psicología
85597972,"Leiva Niño Enrique Omar",20201486,Literatura y Lingüística
47910313,"Gimenez Matas Arthur Joaquín",20258240,Ingeniería Industrial
38040137,"Cassiano Cisneros Rubén Emma",20182902,Literatura y Lingüística
54560265,"Madera Longoria Ester Sessa",20252451,Educación Primaria
39594412,"Suarez Sepúlveda Maria Cecília Benjamín",20247890,Derecho
82362844,"Toledo Diaz Valentino Patricia",20217551,Biología
78335622,"Benavídez Bustos Aurora Matías",20201354,Psicología
57502465,"Llano Azevedo Omar Shirley",20171191,Contabilidad
16647831,"Valencia Silva Lautaro Benjamin Ezequiel",20174034,Ingeniería Mecánica
30609092,"Hoz Vega Milagros Francisco",20248925,Arquitectura
50365283,"Lopes Fortuny Verónica Esther",20214032,Sociología
15669288,"Galindo Barragán Brenda Wilmar",20187842,Comunicación Social
79697139,"Sosa Flores Mercedes Jaime",20187492,Física
65835065,"Rodríguez Briseño Itzel Lorenzo",20180345,Administración
21905632,"Sandoval Piña Andrea Trinidad",20240247,Odontología
63783149,"Peláez Ruiz Marina Cindy",20208835,Comunicación Social
74830098,"Corral Paz Maria Paz Cristal",20248962,Historia
33673209,"Suarez Garcia Thiago Benjamin Vinícius",20218439,Ingeniería Electrónica
15471654,"Gomez Brito Noemí Thiago Agustin",20175361,Ingeniería Civil
47448776,"Mendoza Rocha Víctor Jazmin",20230129,Educación Secundaria - Matemática y Física
68894368,"Soto Cortés Eugenia Citlali",20245691,Ingeniería Electrónica
27212327,"Vera Nascimento Clemencia Primitivo",20206971,Educación Primaria
33444134,"Teixeira Gonzalez María Cristina Henry",20216373,Ingeniería Electrónica
33296343,"Sousa Mercado Constanza Catalina",20243399,Contabilidad
67218503,"Vanegas Ureña Juan Manuel Aura",20246839,Medicina Humana
28262247,"Agudelo Amigó Carla Graciana",20203519,Educación Primaria
42501002,"das Neves Rodarte Elizabeth Hilda",20223305,Ingeniería Industrial
47986073,"Gutierrez Baeza Javier Ísis",20215978,Enfermería
31898871,"Acuña Luna Antonella Ofelia",20234115,Matemáticas
56996506,"Alvarez Perez Jesús William",20186581,Ingeniería Electrónica
64770956,"González Garzón Angélica Manu",20236917,Ingeniería Industrial
57117998,"Rivera Mercado Isabella Fernando",20234539,Derecho
96917367,"Caldeira Peralta Rufina Alejandro",20198989,Educación Inicial
37442052,"Grijalva Limón Priscila Juana",20232064,Psicología
51223036,"Samper López Arsenio Eloah",20247786,Literatura y Lingüística
30707561,"Gimenez Flórez Antonio Marcia",20170072,Historia
65071835,"Estrada Quevedo Isadora Liliana",20194881,Química
30739139,"Garcia Garrido Blanca Gladys",20211976,Matemáticas
51324473,"Linares Rodríguez Gerardo Anthony",20229774,Sociología
30225477,"Navarro Araújo Cynthia Isabel",20230842,Enfermería
67997225,"Bahena Guerra Eduardo Uma",20223348,Enfermería
44952993,"Duarte Miranda Delfina Bautista",20174336,Economía
51660852,"Perea das Neves Chema Juan Ignacio",20188139,Economía
43176163,"Cañete Hernández Lucca Beatriz",20203139,Historia
11554523,"Villalba Ramos Bernardo Germán",20229674,Física
58256268,"Rodriguez Fernandez Lunna Ambrosio",20183032,Economía
43784545,"Toledo Rodriguez Brenda Théo",20177673,Física
29878134,"Ferreira Quintero Claudio Vinicius",20199746,Ingeniería Geológica
26492166,"Carvalho Ramirez Mateo Alirio",20178668,Contabilidad
17850302,"Martinez Castañeda Andrea Santiago",20243378,Enfermería
26282158,"Jiménez Requena João Gabriel Isaque",20225754,Farmacia y Bioquímica
17357706,"Freitas Ferreira Alfredo Luciano",20188513,Ingeniería Industrial
26919034,"Jaimes Quiroga Lola Clara",20255543,Enfermería
61844711,"Díaz Barreto Adán Otilia",20170251,Ingeniería Eléctrica
95353958,"Perez Becerra Sara Benicio",20256053,Farmacia y Bioquímica
16905206,"Alves da Rocha Fernanda Catalina",20254910,Ingeniería de Sistemas
12068086,"Hernández Barrera Mia Jazmin Gloria",20210081,Educación Secundaria - Matemática y Física
24902600,"Navarrete Gomez Pilar Benjamin",20174683,Medicina Humana
47440891,"Cantú Moura Concepción Francisco",20228038,Literatura y Lingüística
53138224,"Fernandez Garcia Jazmin Matilda",20194680,Ingeniería de Sistemas
59934561,"Escudero Hernández Reynaldo Giovanna",20251919,Educación Primaria
17221791,"Romero Agudelo Diego María",20253631,Enfermería
57512066,"Fernandez Zayas Oriana Maribel",20204523,Matemáticas
88122710,"Blanco Varela Julieta Doris",20181347,Psicología
34961076,"Abella Canet Timoteo Enzo",20209617,Física
63975753,"Suárez Baró Juan Ignacio Juan",20188486,Ingeniería Civil
26786662,"Garrido Quiñónez Andrés Maritza",20245243,Ingeniería Electrónica
32089720,"Rios Guerrero Bryan Alonso",20188026,Matemáticas
68399516,"Fernandez Vasconcelos Zacarías Gustavo",20206597,Ingeniería Civil
73182354,"Rojas Costela Ana Guadalupe",20233407,Farmacia y Bioquímica
77786358,"Paez Vargas Davi Lucas Asunción",20258303,Contabilidad
78441809,"Rodrigues Rocha Sonia Thiago Benjamin",20245859,Contabilidad
25107037,"Bravo Medina Murilo João Guilherme",20192779,Contabilidad
39329656,"Cruz Guerrero Pedro Miguel Virginia",20258763,Derecho
45544456,"Rodríguez Pacheco Gabrielly Lorena",20234225,Historia
93269254,"Ruiz Cirino Rebeca Iván",20228493,Física
71736127,"Castillo Zedillo Zeferino Camila",20217426,Psicología
30894876,"Lobato Gracia Jesusa Isabella",20208896,Ingeniería Industrial
50832067,"Montenegro Romero Yudy Pietro",20194280,Enfermería
52729813,"Fernandez Romero Armando Teófila",20208325,Farmacia y Bioquímica
57747245,"Ramírez Aguirre Ana Cecília Catarina",20198731,Biología
16267976,"Morales Ribeiro Milagros Freddy",20230658,Comunicación Social
58732357,"Carvalho Lucero Alexander Ana Sophia",20227794,Educación Secundaria - Matemática y Física
36971981,"Anguiano Arellano Victoria Daniela",20190618,Literatura y Lingüística
94383443,"Pérez Coronado Julieta Israel",20248442,Ingeniería Civil
12733722,"Flores Hoyos Lorena Ariadna",20204515,Ingeniería de Sistemas
37705491,"Prieto Oliver Marina Antonia",20211877,Literatura y Lingüística
25002288,"da Cunha Pacheco Lautaro Benjamin Brígida",20176234,Enfermería
17487845,"Donaire Maldonado Jorge Manuel",20214348,Sociología
82842069,"Silva Moreno Haydée Esperanza",20216423,Ingeniería Electrónica
66745594,"Gómez Saldivar Iván Jacqueline",20255316,Ingeniería Geológica
85524315,"Salom Alcántar Tiziana Fanny",20176107,Contabilidad
91070505,"Sales Quero Lilia Lilia",20247553,Trabajo Social
26957840,"Rodríguez Murcia Benjamim Levi",20174575,Ingeniería Geológica
12472154,"Rivas Chavez Agostina Sofia",20179019,Ingeniería Ambiental
55527576,"Estrada Pereyra Ariadna Patricia",20247168,Ingeniería Industrial
91843866,"Sanchez García Renata Delfina",20223668,Odontología
92950327,"Giner Álamo Uma Thiago",20190152,Ingeniería Industrial
44324607,"Quintero Lopez Isabella Tiziano Benjamin",20177820,Historia
38589056,"Alvarez Bartolomé Maria Luísa Clara",20257419,Ingeniería Ambiental
10071844,"Ferreira Castilla Felipe Gabriela",20249769,Ingeniería Eléctrica
53303313,"Gutierrez Castellanos Elisabet Pedro Henrique",20232274,Ingeniería Industrial
54446229,"Jara González Dorotea Nahiara",20173719,Arquitectura
90673048,"Alvarez Morales Daniel Dionisio",20195300,Ingeniería Electrónica
57643441,"Molina Hernandez Maria Fernanda José",20256125,Administración
92373473,"da Rocha Galván Amanda Clara",20210698,Ingeniería Geológica
63449326,"Rendón Baeza Daniela Lilia",20199332,Biología
17991272,"Hernando Paz Thiago Benjamin João",20184401,Ingeniería Civil
65605011,"Orozco Méndez Juan Ignacio Luiz Fernando",20250501,Ingeniería de Sistemas
39464416,"Duarte Castrillón Adriana Amando",20238822,Ingeniería Electrónica
83255724,"Pinto Carranza José Marco Antonio",20218294,Historia
82611956,"Tijerina Patiño Sophia Elías",20196900,Ingeniería Industrial
15484997,"Urías Monteiro Dafne Telmo",20175921,Literatura y Lingüística
39789021,"Flórez de Jesús Caridad Daniela",20198093,Odontología
68043810,"Guardia Perales Juana Ciro",20257790,Ingeniería Eléctrica
20002279,"Higueras Lima Manuel Violeta",20238410,Matemáticas
73630239,"Vega Cortez Trinidad Natalia",20257349,Ingeniería Mecánica
51586568,"Herrera Caldeira Ruth Encarna",20239338,Medicina Humana
22821161,"Morales Rosario Andrea Thiago Joaquin",20256022,Física
50285048,"Vargas Caldeira Margoth Valentina",20224394,Sociología
77019018,"León Alvarez Domingo Lautaro Benjamin",20222362,Matemáticas
74574811,"Teixeira Novais Martina Luiz Gustavo",20256593,Ingeniería Mecánica
20262313,"Andreu Fernandez Alberto Manuella",20246023,Matemáticas
16521189,"Luján Ureña Celia Miguel Ángel",20182075,Ingeniería Industrial
41339293,"Olivárez Campos Vicenta Basilio",20219701,Arquitectura
14115038,"Escobar Espinosa Julián Laura",20229164,Física
55335834,"Castillo Aragón Pedro Severiano",20248772,Educación Secundaria - Matemática y Física
86470478,"Cavalcanti Guerra Pietro Emilia",20215957,Física
23226208,"Agudelo Parra María Josefina",20233819,Ingeniería de Sistemas
86952307,"Barros Gonzalez Herminio Benjamín",20258610,Matemáticas
35556115,"Ortiz Bustos Celso Lourdes",20178576,Arquitectura
16405528,"Garzón Ferreyra Brunilda Mireya",20217746,Literatura y Lingüística
25292951,"Torralba Carmona Marita Cloe",20202957,Medicina Humana
57678934,"Ortiz Rojas Nelson Noemí",20249171,Comunicación Social
65039048,"Torrijos Curiel Davi Miguel Caroline",20206166,Educación Primaria
82806255,"Correia Cortés Igor Claudia",20193594,Farmacia y Bioquímica
49483375,"Santana Blanch Mateo Mora",20192803,Literatura y Lingüística
87193447,"Concepción Rosselló Luca Yulieth",20175247,Trabajo Social
14806508,"Castro Melo Miguel Ángel Dario",20186819,Comunicación Social
69581633,"Magaña Silva Valentino Remedios",20173914,Odontología
80382479,"da Rosa Castro Natalia Raquel",20251532,Ingeniería Mecánica
72998081,"Pereyra Olivera Felicitas Paula",20235909,Ingeniería Industrial
54835063,"Ortiz Azevedo Emilio Maria Helena",20186181,Física
21227593,"Sanabria Gomez Gloria Diego",20218051,Física
57375352,"Pablo Méndez Ian Ezequiel Francisco",20259223,Literatura y Lingüística
67716807,"Ramírez Oliveira Noemí Reina",20193308,Ingeniería Electrónica
11779234,"Juarez Montes Amaya Pedro",20198593,Sociología
45443472,"Figueroa Hervia Larissa Augusto",20186623,Matemáticas
72990893,"Azcona Olivera Cristian Alex",20186839,Economía
21334532,"Pinto Alves Diego Dylan Benjamin",20212942,Ingeniería Electrónica
62957076,"Bravo Triana Joan Sofia Belen",20223576,Ingeniería Geológica
56273674,"Lopez Coronel Yolanda Julián",20199516,Derecho
17910699,"da Paz Campoy Beatriz Jeronimo",20228960,Química
90791458,"Luna Gastélum Alfonso Carolina",20235260,Física
58046747,"Ruiz Báez Andrea Jordi",20252916,Odontología
78194106,"Rojas Sainz Lara Hilda",20179980,Sociología
87929705,"Diaz Bosch Rico Carmela",20190727,Arquitectura
38436411,"Cardoso Morales Albeiro Fernando",20221069,Ingeniería Ambiental
74885703,"Alba Valencia Alejandro Camilo",20227776,Trabajo Social
36962461,"Fernandez Ferreyra Serafín Israel",20193648,Economía
93736944,"Barbosa Delgado David Gino",20229132,Administración
55583499,"Bañuelos Rojas Arthur Otávio",20213316,Matemáticas
96737605,"Monteiro Jove Francisco Custodio",20177846,Química
45097055,"Alcala Muro Yazmín Juan Ignacio",20230368,Matemáticas
80868083,"Sanchez Sierra Luca Luis Miguel",20208872,Contabilidad
79251157,"Freitas Araújo María Juan",20242292,Arquitectura
91056546,"Lopes Jáquez Catalina Ágata",20250126,Derecho
68543155,"Yepes Cortés María Lautaro Benjamin",20232704,Ingeniería Industrial
41579977,"Baños Arias Andrea Zoe",20223199,Comunicación Social
54442361,"Gonzalez Lopez Davi Lucas Andrea",20200757,Ingeniería Geológica
97068921,"Forero Gonzalez Renato Julio",20231263,Sociología
29503960,"Vela Laguna Olívia John",20253326,Ingeniería de Sistemas
17198583,"Oquendo Madrid Camila Ana Vitória",20254365,Derecho
21150466,"Aragão Barrera Leonardo Guadalupe",20217420,Derecho
78070282,"Gutierrez Rodriguez Agustin Ofelia",20247717,Ingeniería de Sistemas
61972678,"Lebrón Atienza Amaro Oliver",20221170,Administración
95141191,"Vera Martin Visitación Luciano",20209467,Enfermería
79430515,"Gutierrez Garcia Dario Helena",20184610,Ingeniería Geológica
75873216,"Siqueira Cano Augusto Alicia",20209387,Economía
71340799,"Molina Barbosa Maria Agustín",20177247,Química
87804231,"Rivero da Paz Omar Mateo",20178831,Contabilidad
23774704,"Llobet Ureña Emanuel Salomón",20213529,Ingeniería Mecánica
86449735,"Ramos Rocha Lara Rafael",20239880,Educación Primaria
87657476,"Rueda Carvalho Oriana Telmo",20236243,Educación Inicial
96538980,"Herrera Soto Lorenzo Serafina",20229900,Ingeniería Civil
58155196,"Torres Vargas Graciano Julie",20236669,Medicina Humana
99547584,"Baños Dávila Tere Santiago Benjamin",20172884,Ingeniería Industrial
91281210,"Paez Rodriguez Pastor Alberto",20208652,Arquitectura
59330399,"Caldeira Lemus João Felipe Lorenzo",20251921,Ingeniería de Sistemas
89340387,"Sosa de la Rosa María Del Carmen Patricia",20228910,Literatura y Lingüística
33469291,"Velásquez Luevano Nayara Felipe",20236375,Trabajo Social
30797912,"Amador Riba Bruna Eloy",20195301,Historia
37679511,"Giraldo Vazquez Cristian Arturo",20192644,Arquitectura
62718567,"Madrid da Mota Constanza Isabella",20226830,Biología
69757764,"Lopez Pla Arturo Margarita",20247362,Química
91893925,"da Rocha da Cunha Juan Anna Liz",20245570,Educación Inicial
52553290,"Magaña Palacios Luciano Benjamin Isabel",20213538,Ingeniería Geológica
79675213,"da Mata Lozano Caleb Felicitas",20184277,Administración
64714368,"Souza Gomez Che Juan",20204455,Ingeniería de Sistemas
74067314,"Vargas Sandoval Dorita Aurelio",20223125,Contabilidad
48614911,"Barrera Lima Isabella Emma",20255508,Farmacia y Bioquímica
76086482,"Rojas Seguí Daniel Fidel",20255687,Trabajo Social
43100550,"Elizondo Flores Ana Vitória Valeria",20199182,Química
91697257,"Monteiro Ulibarri Ana Santino Benjamin",20176000,Física
78275065,"Blanca Rivero Lautaro Júlia",20242595,Farmacia y Bioquímica
91015719,"Téllez González Paloma Elisa",20219548,Ingeniería Geológica
84591958,"Gomez Almeida Julian Frank",20228029,Química
97977933,"Vega Aguirre Manuel Emiro",20184115,Ingeniería Ambiental
41680308,"Nogueira Quiñónez Gloria Lorena",20227736,Química
89133476,"Amaya Romero Valentina Verónica",20246643,Derecho
17302264,"Sánchez Alves María Dario",20220874,Derecho
76297999,"Sanabria Perez Saturnino Luz",20240944,Ingeniería de Sistemas
48524999,"Sastre Nuñez Mayte Valentim",20248715,Enfermería
14700838,"Pérez Lerma Norma Edilberto",20257486,Enfermería
43101546,"Samper García Alfonsina Clarice",20242252,Física
22790986,"Cavalcanti Gonzalez Daniela Diana",20230566,Educación Primaria
34736765,"Nava Lara Freddy Emanuelly",20249147,Educación Primaria
48609019,"Granado Marco Juan Santiago Benjamin",20241613,Matemáticas
88716677,"Rezende Carvalho Leandra Eric",20224166,Psicología
20614267,"Pagès Díaz Albino Isidro",20223526,Historia
19545839,"Gonzalez Rojas Gilberto Pascual",20258319,Trabajo Social
42060137,"da Mota Saez Giovanna Santino Benjamin",20214511,Medicina Humana
93094515,"Moreno Ortega Wendolin Patricia",20201028,Biología
42433572,"Jesus Ramos Susana Sancho",20210543,Ingeniería de Sistemas
10892671,"Lima Tórrez Ramiro Julieth",20206291,Educación Inicial
52733265,"Verdugo Barbosa Lautaro Ezequiel Jade",20237321,Derecho
82574232,"Carrión Aparecida Paula Omar",20239165,Odontología
30206843,"Diaz Rodríguez Emanuel Lautaro",20207531,Física
27574889,"Monteiro Gomes João Guilherme Jorge",20255793,Historia
86740782,"Cardoso Bustos Hernando Alexander",20251830,Contabilidad
42644765,"da Rosa Vazquez Luz Benjamin",20257747,Física
93134460,"Zambrano Sampaio Araceli Amanda",20176740,Educación Inicial
31585813,"Mireles Machado Benicio Dora",20223849,Medicina Humana
36755850,"Suárez Aller Eric Constanza",20194417,Enfermería
68281203,"Vera Pina Wálter Carlos",20240026,Comunicación Social
89433406,"Martínez Cardona Cecilia Martina",20215174,Ingeniería Geológica
15609232,"Silveira Ramis Daniel Aldonza",20253732,Derecho
60679275,"Arias Olivé María Cristina Martirio",20227843,Comunicación Social
96703811,"Centeno Mas Eligio Emilly",20201712,Historia
90598883,"Ardila Caldeira Aurora Juliana",20228777,Sociología
37850841,"Carvalho Quiñones Martina Diana",20183481,Ingeniería Industrial
63567440,"Prieto Garica Pedro Miguel Blanca",20195691,Sociología
93790264,"Montoya Gomis Nando Gina",20255265,Farmacia y Bioquímica
63513697,"Soto Peralta Martina Sandra",20187159,Ingeniería Mecánica
56345083,"Moura Salgado Juan Nazaret",20213160,Literatura y Lingüística
55279480,"Farías Ponce Viviana Bibiana",20201961,Educación Primaria
85301004,"Peña Perales Aitana Davi Lucca",20213870,Literatura y Lingüística
82107370,"Rodríguez Muñoz Rolando Valentino",20229797,Farmacia y Bioquímica
76613640,"Cavalcante Jiménez Stella Ignacia",20170635,Sociología
23602618,"Villegas Porto Delfina Dario",20181490,Arquitectura
96911514,"Nogueira Tomas Ovidio Javier",20231509,Trabajo Social
61100010,"Vasconcelos Ojeda Cintia Lucía",20221745,Matemáticas
15124882,"Razo Rodriguez Antonia Julio César",20224347,Psicología
17175421,"Rojas Ortiz Delfina Tere",20216257,Física
40294673,"Câmara Mansilla Ian Victoria",20214500,Matemáticas
70510530,"Castro Acevedo Dario Maria Cecília",20180600,Ingeniería Eléctrica
63961614,"da Mota García Nina Pietra",20204572,Economía
76762965,"Gracia Pereira Luana Jhon",20258125,Educación Primaria
67175724,"Ramos Mesa Blanca Lady",20229958,Sociología
46734521,"Lamas Miranda Isabella Martina",20255953,Derecho
89330651,"Novaes Vieira Olívia Lara",20219353,Ingeniería Geológica
71760111,"Pérez Brito Alberto Pedro",20178376,Ingeniería Electrónica
83425700,"das Neves Cruz Estefanía Agustina",20181434,Trabajo Social
75678000,"Pérez Suárez Concepción Jazmín",20185994,Enfermería
59859028,"da Rocha Moreno Olivia Eugenia",20220452,Ingeniería Eléctrica
40336251,"Corbacho Morante Gracia Mar",20186815,Medicina Humana
43599877,"Loaiza Cabrera Marcos Cristobal",20194190,Ingeniería Mecánica
43196670,"Córdoba Cabrera Diego Carlos",20245065,Economía
84579593,"Acevedo Perez Jorge Luis Obdulia",20219588,Odontología
30893618,"Silva da Conceição Elvira Benjamin",20197519,Ingeniería Ambiental
75581598,"Aguirre Canet Frida Gerardo",20231362,Enfermería
61514536,"Campos Garzón Aroa Isabella",20253238,Física
41612019,"Paez Castillo Gregorio Carolina",20252335,Ingeniería Eléctrica
59898686,"Sousa Viana Catarina Rubén",20243384,Medicina Humana
58638541,"del Río Sosa Sofía Alfredo",20211611,Educación Primaria
73857374,"Querol Escobedo Claudia Heitor",20180543,Ingeniería Geológica
50395684,"Torralba Cavalcante Catalina Leonardo",20179630,Literatura y Lingüística
36891951,"das Neves Farias Paulina Bienvenida",20233548,Educación Primaria
73466661,"Giraldo Molina Maria Sofia Belen",20242216,Medicina Humana
82447093,"Piña Alvarez Yeni Elsa",20224001,Ingeniería Ambiental
35542319,"Cintrón Romero Manuel Isaac",20224673,Enfermería
11851609,"Ortiz Dias Miguel Rosalia",20198561,Trabajo Social
50835027,"Juarez Rivero José Juan",20201730,Economía
99258086,"Cerón Pastor Martina Sofía",20226307,Ingeniería Eléctrica
45613877,"Amaya Ramos Ana Beatriz Juan Ignacio",20216740,Ingeniería Geológica
61724264,"Mendez Olivera Glauco Oswaldo",20212590,Ingeniería Geológica
72692426,"García Quintanilla Benjamin Alfredo",20202007,Ingeniería Industrial
40835166,"Salcedo Lozano Soledad Paulo",20233664,Física
47048888,"da Mata Cerón Delfina Benicio",20189574,Matemáticas
11811162,"Pérez Calderon Diana Edgardo",20204440,Odontología
56634529,"Garrido Juan Azeneth Rubén",20189334,Literatura y Lingüística
98922099,"Lopes Yuste Lucía Ana Luisa",20211926,Ingeniería Eléctrica
86662145,"Griego Pacheco Alfredo Magdalena",20236821,Comunicación Social
21612447,"Vila de la Torre Aldo Melania",20196185,Educación Primaria
56428188,"Espinosa Costela Clarice Olivia",20216268,Ingeniería de Sistemas
88336944,"Ruiz Rivera Victoria Fernando",20214798,Economía
16879466,"Pulido Pichardo Francesca Dante",20236876,Derecho
98018145,"Mojica Barela Loreto Otto",20182153,Educación Primaria
20833665,"Coronel Macias Gael Abril",20171180,Derecho
34953501,"Almeida Ayala Miguel Angel Emilly",20255825,Historia
31537100,"Cantú Porras Santiago Leonor",20237631,Ingeniería Ambiental
20234342,"León Fonseca Gloria Inés",20251806,Derecho
30459262,"Echevarría da Mata Luciano Isabela",20235170,Ingeniería Industrial
35934749,"Moreno Sampaio Delfina Maria Laura",20221241,Ingeniería Geológica
